,created_at,tweets
69,2019-12-13 19:15:21,RT @RandyStine: Tonight!  @SNCmusic @IUAuditorium @IUBloomington #StraightNoChaser https://t.co/jG3h8bsC6X
70,2019-12-13 19:09:44,@IUBloomington https://t.co/LWSgpcdM3c
71,2019-12-13 19:09:20,@IUBloomington https://t.co/ebJALw88KS
72,2019-12-13 19:06:52,@IUBloomington Same day but 5 mins apart and different spots https://t.co/UfxSpLmRbo
73,2019-12-13 19:03:13,RT @RandyStine: Tonight!  @SNCmusic @IUAuditorium @IUBloomington #StraightNoChaser https://t.co/jG3h8bsC6X
74,2019-12-13 18:58:57,Dear @IUBloomington we need more computers in buildings. Realistically there are only a couple with many computers.… https://t.co/1elxIljekr
75,2019-12-13 18:58:35,@taboas_charity They're not wrong.
76,2019-12-13 18:53:40,@RandyStine @IUBloomington @SNCmusic @IUAuditorium @kroger @HardTruthHills i love this so much!
77,2019-12-13 18:50:14,"I never thought a career in a cappella (which is an oxymoron) would lead to signing bottles of our own #vodka, back… https://t.co/41NBc8G0wX"
78,2019-12-13 18:44:43,@Drewreed1616 @IUBloomington https://t.co/X4X91h31uL
79,2019-12-13 18:44:37,Tonight!  @SNCmusic @IUAuditorium @IUBloomington #StraightNoChaser https://t.co/jG3h8bsC6X
80,2019-12-13 18:43:33,@IUBloomington @zoebethfisher https://t.co/xY1773OeGW
81,2019-12-13 18:43:01,@IUBloomington https://t.co/lMuwaDdP9X
82,2019-12-13 18:40:20,"Just overheard at the @IUBloomington student union: ""Because life's too short to not dance in the hallways, that's why!"""
83,2019-12-13 18:39:11,"RT @CGlobalPolicy: Sumit Ganguly, professor at @IUBloomington writes on Indian Secularism in @ForeignPolicy. Join him, @AzeemIbrahim, @Kamr…"
84,2019-12-13 18:38:17,"This is an awesome thing you're doing, @SNCmusic ❤🎄 https://t.co/pdaPogHVTu"
85,2019-12-13 18:31:16,@BrianCalvi @IUBloomington @UAW No--Harvard is dangerous--I know--I was there for 6.5 years
86,2019-12-13 18:27:05,RT @kauaibeachbum: ⭐️⭐️⭐️⭐️⭐️ https://t.co/cTWoCVYaXC
87,2019-12-13 18:25:33,"Sumit Ganguly, professor at @IUBloomington writes on Indian Secularism in @ForeignPolicy. Join him, @AzeemIbrahim,… https://t.co/NBoCcqA0aL"
88,2019-12-13 18:18:45,RT @mitchellpaige5: @RichardLagow @BigBake_71 @nick_west15 @IUBloomington @sydneyy_wrightt Photo of the decade
89,2019-12-13 18:18:11,@RichardLagow @BigBake_71 @nick_west15 @IUBloomington @sydneyy_wrightt Photo of the decade
90,2019-12-13 18:17:57,Good Luck Hoosiers! You’re almost there! https://t.co/abVUfnAmEn
91,2019-12-13 18:12:35,@RichardLagow @nick_west15 @IUBloomington @sydneyy_wrightt First Bake appearance 🤧
92,2019-12-13 18:12:09,"RT @RichardLagow: @BigBake_71 @nick_west15 @IUBloomington @sydneyy_wrightt Man, I love this picture"
93,2019-12-13 18:09:00,"Wondering what life is like at IU? Take a peek into the life of Carrick Moon, a political science student and an… https://t.co/ANPHL9GbQ5"
94,2019-12-13 17:59:13,@bowerjohnc @IUBloomington Wow!!
95,2019-12-13 17:57:18,@IUBloomington 🥰#leo https://t.co/OHiaYi4o12
96,2019-12-13 17:56:04,@IUBloomington From the stadium parking lot ♥️🏈 https://t.co/uQw74CK18Q
97,2019-12-13 17:55:00,@IUBloomington https://t.co/a74CTgCv4T
98,2019-12-13 17:47:15,@peiferlabunc @IUBloomington @UAW Grad students are dangerous?
99,2019-12-13 17:46:26,@BrianCalvi @IUBloomington Ah........  Makes sense.  That would have been me umpteen years ago--I'm from an @UAW fa… https://t.co/QzCRBLDa3t
100,2019-12-13 17:45:47,"@peiferlabunc @IUBloomington Some of the students are trying to block entrances, so I guess that is why cops"
101,2019-12-13 17:44:51,@IUBloomington https://t.co/Q423eRR9pB
102,2019-12-13 17:43:57,@peiferlabunc @IUBloomington I am at Harvard Med and all Harvard grads are now UAW and on strike
103,2019-12-13 17:42:42,@BrianCalvi @IUBloomington Please explain?   Did Harvard move?  and why all the cops?
104,2019-12-13 17:36:57,"📱 NEW EPISODE 🗣 

In this quick listen, @Einstein_Inc talks with @IUBloomington Cox Scholar Chelsea Campbell about… https://t.co/Xyw76dIIsM"
105,2019-12-13 17:29:27,"@drbillander @grimmgirlsmom @IUBloomington Congratulations, Natalie!!"
106,2019-12-13 17:14:38,"RT @IUcinema: We're so lucky to have filmmaker Haifaa al-Mansour visiting @IUBloomington today! 

Sitting in on her masterclass &amp; looking f…"
107,2019-12-13 17:09:55,RT @BigBake_71: @nick_west15 @IUBloomington @sydneyy_wrightt Does this one count? https://t.co/5kfexPJeeX
108,2019-12-13 17:09:52,"@BigBake_71 @nick_west15 @IUBloomington @sydneyy_wrightt Man, I love this picture"
109,2019-12-13 17:02:02,"Another semester for the books. 📚 Now it's time to stay hydrated, rest when you can and conquer those finals. Good luck Hoosiers! ✨"
110,2019-12-13 17:01:07,We would like to recognize the women of @SigmaKappa at @IUBloomington for their outstanding efforts! Not only did t… https://t.co/mT6O9hdOqH
111,2019-12-13 16:36:40,@IUBloomington Bill Armstrong Stadium https://t.co/Eum3PE42w1
112,2019-12-13 16:24:28,@IUBloomington https://t.co/GuNgI0DGOi
113,2019-12-13 16:16:30,"RT @AroundIndy: 81 things to do in #Indianapolis and #Indiana on Friday, Dec. 13, 2019: https://t.co/pHP2yz4QC9

@CPApresents @IndyStateFai…"
114,2019-12-13 16:03:59,"RT @IUcinema: We're so lucky to have filmmaker Haifaa al-Mansour visiting @IUBloomington today! 

Sitting in on her masterclass &amp; looking f…"
115,2019-12-13 15:58:33,"We're so lucky to have filmmaker Haifaa al-Mansour visiting @IUBloomington today! 

Sitting in on her masterclass &amp;… https://t.co/iNce5as31r"
116,2019-12-13 15:51:29,@IUBloomington Memorial Stadium 😍 https://t.co/MINZNILYaT
117,2019-12-13 15:50:10,@IUBloomington Bart Kaufman Field circa 2015 https://t.co/lXyG4V217g
118,2019-12-13 15:46:33,RT @IUBloomington: 📸: @sydneyy_wrightt https://t.co/yXPP1VAnqE
119,2019-12-13 15:45:17,@PhillipHoosier @IUBloomington GORGEOUS SHOT!
120,2019-12-13 15:45:02,@IUBloomington https://t.co/8phj1qeezm
121,2019-12-13 15:33:23,"RT @IUBloomington: .@SNCMusic will host a gift drive tomorrow night @IUAuditorium when the doors open. 🛍️🎁

The first 50 gifts (new, unwrap…"
122,2019-12-13 15:32:55,"RT @IUBloomington: .@SNCMusic will host a gift drive tomorrow night @IUAuditorium when the doors open. 🛍️🎁

The first 50 gifts (new, unwrap…"
123,2019-12-13 15:11:25,@IUBloomington 👌 https://t.co/t5xgdRNRWQ
124,2019-12-13 15:08:44,@IUBloomington still need a few gifts? Head over to @TISIndiana or @IndianaShop on Thursdays and get 25% off when y… https://t.co/t6wuh4YGyG
125,2019-12-13 15:05:04,@IUBloomington https://t.co/tfNkSQLrsU
126,2019-12-13 14:54:28,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
127,2019-12-13 14:49:30,@IUBloomington https://t.co/xSTWQqCLKC
128,2019-12-13 14:49:01,RT @scoopjefferson: BREAKING NEWS:  Beau Julian Neely has been accepted into Princeton University AND  IU Bloomington!! I am so Proud of Be…
129,2019-12-13 14:46:20,RT @IU_Italian: Dal dipartimento di French and Italian! @iubloomington https://t.co/oyXupz7IfE https://t.co/ql8aShrIVO
130,2019-12-13 14:45:41,"RT @IU_Italian: E i vincitori sono ....... (rollllllllllllllll) Solomon (Tombola!), Harrison (quaterna!) e Alyssa (terna!). @iu_italian @iu…"
131,2019-12-13 14:41:48,@IUBloomington this one was weird https://t.co/u3QZdRtOxl
132,2019-12-13 14:36:31,RT @scoopjefferson: BREAKING NEWS:  Beau Julian Neely has been accepted into Princeton University AND  IU Bloomington!! I am so Proud of Be…
133,2019-12-13 14:35:32,"RT @AroundIndy: 81 things to do in #Indianapolis and #Indiana on Friday, Dec. 13, 2019: https://t.co/pHP2yz4QC9

@CPApresents @IndyStateFai…"
134,2019-12-13 14:34:26,@TaylorUden @IUBloomington I love these 😍😭
135,2019-12-13 14:27:37,@IUBloomington Pretty unreal. https://t.co/82b6jCOkJd
136,2019-12-13 14:08:49,"Looking for details about Winter Commencement? Find information about the location, schedule, parking, and more her… https://t.co/N1wk5VnBku"
137,2019-12-13 14:07:30,"@sassy_scrambler If you experience or witness a bias incident, you can submit a Care Report to alert the university… https://t.co/JdfVu1r2CF"
138,2019-12-13 14:03:48,Winter Commencement is coming up next weekend! 🎓 Share your grad caps with us using #IUBGrad19! https://t.co/h4pVNO2vDC
139,2019-12-13 13:59:09,@nick_west15 @IUBloomington @sydneyy_wrightt Does this one count? https://t.co/5kfexPJeeX
140,2019-12-13 13:58:52,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
141,2019-12-13 13:55:10,My coworker was discriminated against in a group project for a whole semester and his grade suffered due to the fac… https://t.co/wehCgbk7Ku
142,2019-12-13 13:21:37,@IUBloomington https://t.co/8RynflW3qa
143,2019-12-13 12:56:35,"RT @AroundIndy: 81 things to do in #Indianapolis and #Indiana on Friday, Dec. 13, 2019: https://t.co/pHP2yz4QC9

@CPApresents @IndyStateFai…"
144,2019-12-13 12:54:11,@IUBloomington welcome week 2019 https://t.co/dnlkLS9tmi
145,2019-12-13 12:42:47,"RT @IUHoosiers: Fight for the cream &amp; crimson, we will. https://t.co/C2GQaX31RM"
146,2019-12-13 12:26:28,Indiana the beautiful 😍 https://t.co/vtllG4vs96
147,2019-12-13 12:05:18,@PhillipHoosier @IUBloomington @hannah_reneeeee
148,2019-12-13 11:48:36,⭐️⭐️⭐️⭐️⭐️ https://t.co/cTWoCVYaXC
149,2019-12-13 11:41:20,"RT @AroundIndy: 81 things to do in #Indianapolis and #Indiana on Friday, Dec. 13, 2019: https://t.co/pHP2yz4QC9

@CPApresents @IndyStateFai…"
150,2019-12-13 11:29:07,"RT @AroundIndy: 81 things to do in #Indianapolis and #Indiana on Friday, Dec. 13, 2019: https://t.co/pHP2yz4QC9

@CPApresents @IndyStateFai…"
151,2019-12-13 11:27:55,"RT @panalcoworking: @adrianpalacios96 es nuestro #coworker más jovén, graduado en @IUBloomington-Supply Chain. Trabaja en Forklift Exchange…"
152,2019-12-13 11:21:56,"81 things to do in #Indianapolis and #Indiana on Friday, Dec. 13, 2019: https://t.co/pHP2yz4QC9

@CPApresents… https://t.co/M1JZQUXY8P"
153,2019-12-13 11:08:53,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
154,2019-12-13 08:37:09,RT @sydneyy_wrightt: the best views @IUBloomington https://t.co/Qa5VJ6LIWY
155,2019-12-13 08:14:12,"I finally finished my e-portfolio website for W200 using 
@Wix! Check it Out here and give me some feedback. This w… https://t.co/KCqK4k1hIm"
156,2019-12-13 07:28:08,How about we let the sun set on Eric Rasmusen's career at IU first??? https://t.co/fDoxCm4QIn
157,2019-12-13 07:11:05,RT @sydneyy_wrightt: the best views @IUBloomington https://t.co/Qa5VJ6LIWY
158,2019-12-13 06:26:48,@IUBloomington https://t.co/v1WrGS2UbX
159,2019-12-13 06:18:51,@IUBloomington Fall 2016 (?) https://t.co/cdnZ0Nhf7H
160,2019-12-13 06:18:38,@scoopjefferson @Princeton @IUBloomington @100BlackMenIndy Awesome!! 🙌
161,2019-12-13 05:58:05,RT @IUBloomington: 𝕊𝕦𝕟𝕤𝕖𝕥𝕤 𝕕𝕠𝕨𝕟 𝕂𝕚𝕣𝕜𝕨𝕠𝕠𝕕 https://t.co/b1UbV403Je
162,2019-12-13 05:46:48,"Jaggie will forever hold a special place in our hearts here @IUBloomington ! 💕 Thanks for your sponsorship, @paydar https://t.co/W6aYxjzDxa"
163,2019-12-13 05:42:35,RT @sydneyy_wrightt: the best views @IUBloomington https://t.co/Qa5VJ6LIWY
164,2019-12-13 05:42:32,@IUBloomington https://t.co/vpKKYDERDJ
165,2019-12-13 05:40:08,@IUBloomington https://t.co/jFylhOKVxS
166,2019-12-13 05:36:44,@brianstelter I guess I was lucky. I wanted to go to Indiana University which was also my in-state tuition best cho… https://t.co/HRGZsfmRNV
167,2019-12-13 05:17:35,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
168,2019-12-13 05:14:52,RT @caarolinee_17: My heart! https://t.co/nvRYZVwsSW
169,2019-12-13 05:13:14,@okkcait @IUBloomington So so so pretty!
170,2019-12-13 05:13:00,@IUBloomington Back to when I lived in beautiful Indianapolis! I miss school so much ❤️✨🎓 #LoveIndy #HoosierPride https://t.co/zcnnjjPveg
171,2019-12-13 05:08:08,@IUBloomington https://t.co/ANVZeIict7
172,2019-12-13 04:42:43,🥺 https://t.co/iFXzMjuwcw
173,2019-12-13 04:26:30,My heart! https://t.co/nvRYZVwsSW
174,2019-12-13 04:16:20,"@DakHardwick @briankoppelman @wluadmissions @IUBloomington @IUONeillSchool @HundredIU Proud that you are an @IUONeillSchool alum, Dak!"
175,2019-12-13 03:59:00,@IUBloomington https://t.co/hF9eEod2no
176,2019-12-13 03:58:42,this is a thread of nice wallpapers https://t.co/UROZEMLsby
177,2019-12-13 03:56:46,@DakHardwick @briankoppelman @wluadmissions @IUBloomington @IUONeillSchool @HundredIU You would have made a great m… https://t.co/QNp0txHyFy
178,2019-12-13 03:53:05,@IUBloomington From today 🌅 https://t.co/fZdbTFp96A
179,2019-12-13 03:47:25,@IUBloomington https://t.co/a11MMeeIkh
180,2019-12-13 03:46:27,"RT @DakHardwick: @briankoppelman I applied (and *really* wanted to attend) Washington &amp; Lee Univ. (@wluadmissions) in Lexington, VA. Immedi…"
181,2019-12-13 03:39:57,"@briankoppelman I applied (and *really* wanted to attend) Washington &amp; Lee Univ. (@wluadmissions) in Lexington, VA.… https://t.co/5P7ABJk9OV"
182,2019-12-13 03:39:46,@IUBloomington https://t.co/Ptv8bijSrm
183,2019-12-13 03:39:41,@IUBloomington https://t.co/OzeL2VaKv1
184,2019-12-13 03:38:00,@IUBloomington MSU 2018 https://t.co/3lkBxbuY45
185,2019-12-13 03:35:31,@IUBloomington Michigan State 2018. https://t.co/d0k4qcnHGt
186,2019-12-13 03:34:32,This thread. 😍❤️🌅 https://t.co/vlSJbdDUHY
187,2019-12-13 03:29:01,@IUBloomington https://t.co/iDYsyeS8cL
188,2019-12-13 03:19:28,RT @sydneyy_wrightt: @IUBloomington https://t.co/D1dA7hC1Im
189,2019-12-13 03:17:43,@FauhtBlayne @IUBloomington My heart
190,2019-12-13 03:17:30,RT @okkcait: @IUBloomington ok iu 👏🏼☀️ https://t.co/a5z6fIuq9c
191,2019-12-13 03:17:24,RT @Evan__DeLong: @IUBloomington Does Griffy Lake count? https://t.co/rU4lK6T6Rl
192,2019-12-13 03:16:32,RT for my convenience :) https://t.co/4fpomblqdz
193,2019-12-13 03:14:44,@IUBloomington https://t.co/7GC8UIr6Z4
194,2019-12-13 03:08:34,RT @nick_west15: @IUBloomington @sydneyy_wrightt https://t.co/UDeH4lGHE6
195,2019-12-13 03:04:31,RT @sydneyy_wrightt: @IUBloomington https://t.co/D1dA7hC1Im
196,2019-12-13 03:04:23,"RT @drbillander: I’m so proud of my intelligent, beautiful and determined daughter, Natalie! Phi Beta Kappa is such an accomplishment! Such…"
197,2019-12-13 03:04:07,@IUBloomington Does Griffy Lake count? https://t.co/rU4lK6T6Rl
198,2019-12-13 03:03:10,@IUBloomington https://t.co/Ap83GgEJeT
199,2019-12-13 02:59:24,@IUBloomington Sunrise but still 😍 https://t.co/CNXEKEaVfO
200,2019-12-13 02:53:48,@IUBloomington @sydneyy_wrightt https://t.co/UDeH4lGHE6
201,2019-12-13 02:47:56,@IUBloomington Bloomington 👌
202,2019-12-13 02:47:42,@IUBloomington https://t.co/qHA5mSPPzf
203,2019-12-13 02:46:39,RT @IUBloomington: 📸: @sydneyy_wrightt https://t.co/yXPP1VAnqE
204,2019-12-13 02:44:33,@PhillipHoosier @IUBloomington That’s IU
205,2019-12-13 02:32:53,@IUBloomington ok iu 👏🏼☀️ https://t.co/a5z6fIuq9c
206,2019-12-13 02:31:48,@IUBloomington remember this? Ya love to see it! https://t.co/1Deggu8S4s
207,2019-12-13 02:28:55,RT @sydneyy_wrightt: the best views @IUBloomington https://t.co/Qa5VJ6LIWY
208,2019-12-13 02:27:46,@IUBloomington That is a great pic
209,2019-12-13 02:23:53,@IUBloomington From today! https://t.co/Kxd8fykS9M
210,2019-12-13 02:23:47,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
211,2019-12-13 02:21:14,"E i vincitori sono ....... (rollllllllllllllll) Solomon (Tombola!), Harrison (quaterna!) e Alyssa (terna!).… https://t.co/EfgwPhsi35"
212,2019-12-13 02:19:42,@IUBloomington September 2018. https://t.co/w1Qiov6Soh
213,2019-12-13 02:17:42,@IUBloomington https://t.co/ss1wBzQHtQ
214,2019-12-13 02:15:47,@IUBloomington https://t.co/3X7SsgLID4
215,2019-12-13 02:13:27,오늘 하늘. @IUBloomington https://t.co/O6pi7wqVwf
216,2019-12-13 02:11:29,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
217,2019-12-13 02:09:40,@IUBloomington https://t.co/QT5z6vYC4M
218,2019-12-13 02:05:38,@SethOnHoops @cdrummond97 @IUBloomington https://t.co/VN9PfyHZwa
219,2019-12-13 02:04:15,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
220,2019-12-13 02:04:12,@IUBloomington https://t.co/UkFFl4RcyJ
221,2019-12-13 02:01:18,@IUBloomington https://t.co/D1dA7hC1Im
222,2019-12-13 01:58:49,@IUBloomington https://t.co/cgSbWxEGqu
223,2019-12-13 01:58:07,@IUBloomington https://t.co/onz6iwZPOA
224,2019-12-13 01:58:04,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
225,2019-12-13 01:57:04,https://t.co/MKhZJaCJXa
226,2019-12-13 01:56:53,RT @IUBloomington: 📸: @sydneyy_wrightt https://t.co/yXPP1VAnqE
227,2019-12-13 01:55:29,RT @PhillipHoosier: Go off then @IUBloomington https://t.co/HCUlIjXfDP
228,2019-12-13 01:55:17,RT @IUBloomington: 📸: @sydneyy_wrightt https://t.co/yXPP1VAnqE
229,2019-12-13 01:54:32,📸: @sydneyy_wrightt https://t.co/yXPP1VAnqE
230,2019-12-13 01:54:29,📸: @sydneyy_wrightt https://t.co/8nuzBdmdG8
231,2019-12-13 01:54:27,We can’t resist. Let’s start a thread of the sunsets at IU. 🌅⬇️
